Piece,N,Label SD,Beat pos,SD pos,SD,Clave_?,Section,Virtual SD,Tactus,Tempo,Clave,Bass ,Guitar,Tres,Bongo,Bell,Cl_Dens,Bs_Dens,Gt_Dens,Tr_Dens,Bn_Dens,Bl_Dens
Song_2,7,01:01,1,1,1,Y,Son,5.037333333,0.890916667,67.3463661,,,,,,,,,,,,
Song_2,7,01:02,1,2,2,N,Son,5.2600625,0.890916667,67.3463661,,,5.281932,,,,,,,,,
Song_2,7,01:03,1,3,3,N,Son,5.482791666,0.890916667,67.3463661,,,5.480643,,5.477695,,,,,,2,
Song_2,7,01:04,1,4,4,Y,Son,5.705520833,0.890916667,67.3463661,,5.714555,5.707537,5.730943,5.718635,,,,,,2,
Song_2,7,01:05,2,1,5,N,Son,5.92825,0.890916667,67.3463661,,5.927078,5.939071,5.917083,5.926234,,,,,,2.5,
Song_2,7,01:06,2,2,6,N,Son,6.150979166,0.890916667,67.3463661,,,6.153243,6.144901,6.155149,,,,,,2.5,
Song_2,7,01:07,2,3,7,Y,Son,6.373708333,0.890916667,67.3463661,,6.348096,6.354059,,6.354287,,,,,,3,
Song_2,7,01:08,2,4,8,N,Son,6.5964375,0.890916667,67.3463661,,,6.605737,6.587124,6.591264,,,,3.5,2,3,
Song_2,7,01:09,3,1,9,N,Son,6.819166667,0.890916667,67.3463661,,,6.839689,,,,,,4,,,
Song_2,7,01:10,3,2,10,N,Son,7.041895833,0.890916667,67.3463661,,,7.030598,7.019113,7.049004,,,,4.5,2.5,3.5,
Song_2,7,01:11,3,3,11,Y,Son,7.264625,0.890916667,67.3463661,7.28634,,7.247185,,7.266582,,,,5,,4,
Song_2,7,01:12,3,4,12,N,Son,7.487354167,0.890916667,67.3463661,,,7.486118,7.509693,7.474943,,,,4.5,3,4,
Song_2,7,01:13,4,1,13,Y,Son,7.710083333,0.890916667,67.3463661,7.72558,7.688646,7.711805,7.724421,,,,3.5,4.5,3.5,,
Song_2,7,01:14,4,2,14,N,Son,7.9328125,0.8883125,67.54379793,,,7.93741,7.958183,7.937723,,,,5,3,3.5,
Song_2,7,01:15,4,3,15,N,Son,8.155541667,0.885708333,67.74239074,,8.144071,8.131612,,,,,2.5,5,,,
Song_2,7,01:16,4,4,16,N,Son,8.378270833,0.883104167,67.9421548,,,,,8.372463,,,,,,,
Song_2,7,02:01,1,1,1,Y,Son,8.601,0.8805,68.14310051,8.607607,,8.599172,8.571167,,,1.5,,4.5,3,,
Song_2,7,02:02,1,2,2,N,Son,8.821125,0.8805,68.14310051,,,8.803476,,8.795311,,,,4.5,3.5,3,
Song_2,7,02:03,1,3,3,N,Son,9.04125,0.8805,68.14310051,,,9.031986,,8.995437,,,,4,,3.5,
Song_2,7,02:04,1,4,4,Y,Son,9.261375,0.8805,68.14310051,9.261192,,9.271589,9.240644,,,2,,4,3.5,,
Song_2,7,02:05,2,1,5,N,Son,9.4815,0.8805,68.14310051,,9.467583,9.478042,,,,,1.5,4.5,,,
Song_2,7,02:06,2,2,6,N,Son,9.701625,0.8805,68.14310051,,,9.67211,9.669264,9.687925,,,,4.5,3.5,2.5,
Song_2,7,02:07,2,3,7,Y,Son,9.92175,0.8805,68.14310051,9.925888,9.895688,9.888375,9.884393,,,1.5,1.5,4.5,3.5,,
Song_2,7,02:08,2,4,8,N,Son,10.141875,0.8805,68.14310051,,,10.150941,10.092997,10.14024,,,,4,3.5,2.5,
Song_2,7,02:09,3,1,9,N,Son,10.362,0.8805,68.14310051,,,10.366553,10.3193,,,,,4.5,3.5,,
Song_2,7,02:10,3,2,10,N,Son,10.582125,0.8805,68.14310051,,,10.573985,10.527588,10.573381,,,,5,3.5,2.5,
Song_2,7,02:11,3,3,11,Y,Son,10.80225,0.8805,68.14310051,10.803546,,10.79683,10.749578,10.789577,,1.5,,5,4,2.5,
Song_2,7,02:12,3,4,12,N,Son,11.022375,0.8805,68.14310051,,,11.048988,10.983529,11.01234,,,,4.5,4,2.5,
Song_2,7,02:13,4,1,13,Y,Son,11.2425,0.8805,68.14310051,11.23841,11.236395,11.245924,11.253509,,,2,2,5,4,,
Song_2,7,02:14,4,2,14,N,Son,11.462625,0.8821875,68.01275239,,,11.484611,,11.461544,,,,4.5,,3.5,
Song_2,7,02:15,4,3,15,N,Son,11.68275,0.883875,67.88290199,,11.675659,11.669415,,11.675246,,,2,5,,4.5,
Song_2,7,02:16,4,4,16,N,Son,11.902875,0.8855625,67.75354647,,,11.900611,11.840994,11.911308,,,,4.5,4,4.5,
Song_2,7,03:01,1,1,1,Y,Son,12.123,0.88725,67.62468301,12.123741,,12.115759,,12.144362,,1.5,,5,,5,
Song_2,7,03:02,1,2,2,N,Son,12.3448125,0.88725,67.62468301,,,12.322816,12.2988,12.34959,,,,5,3.5,5,
Song_2,7,03:03,1,3,3,N,Son,12.566625,0.88725,67.62468301,,,12.546185,,,,,,5,,,
Song_2,7,03:04,1,4,4,Y,Son,12.7884375,0.88725,67.62468301,12.80102,,12.809755,12.756969,12.780901,,2,,4.5,3,4.5,
Song_2,7,03:05,2,1,5,N,Son,13.01025,0.88725,67.62468301,,13.012866,13.036559,,,,,1.5,5,,,
Song_2,7,03:06,2,2,6,N,Son,13.2320625,0.88725,67.62468301,,,13.242347,13.178399,,,,,5,3,,
Song_2,7,03:07,2,3,7,Y,Son,13.453875,0.88725,67.62468301,13.456759,13.436662,13.444127,13.408397,,,1.5,1.5,5,3,,
Song_2,7,03:08,2,4,8,N,Son,13.6756875,0.88725,67.62468301,,,13.671309,13.632939,13.680061,,,,4.5,3,3,
Song_2,7,03:09,3,1,9,N,Son,13.8975,0.88725,67.62468301,,,,,,,,,,,,
Song_2,7,03:10,3,2,10,N,Son,14.1193125,0.88725,67.62468301,,,14.083877,,14.112013,,,,4.5,,2.5,
Song_2,7,03:11,3,3,11,Y,Son,14.341125,0.88725,67.62468301,14.331366,,14.339426,,14.336517,,1.5,,4,,2.5,
Song_2,7,03:12,3,4,12,N,Son,14.5629375,0.88725,67.62468301,,,14.555826,14.535384,14.550524,,,,4,2.5,2.5,
Song_2,7,03:13,4,1,13,Y,Son,14.78475,0.88725,67.62468301,14.78588,14.779534,14.78191,14.761557,,,2,1.5,4.5,2.5,,
Song_2,7,03:14,4,2,14,N,Son,15.0065625,0.88434375,67.84692039,,,14.987922,14.983775,15.000582,,,,4.5,3,2.5,
Song_2,7,03:15,4,3,15,N,Son,15.228375,0.8814375,68.07062327,,15.213903,15.211848,,15.211354,,,1.5,4.5,,3,
Song_2,7,03:16,4,4,16,N,Son,15.4501875,0.87853125,68.29580621,,,15.450045,15.417713,,,,,4,2.5,,
Song_2,7,04:01,1,1,1,Y,Son,15.672,0.875625,68.52248394,15.673018,,,,,,1.5,,,,,
Song_2,7,04:02,1,2,2,N,Son,15.89090625,0.875625,68.52248394,,,15.902162,15.87097,15.863298,,,,4,2.5,3,
Song_2,7,04:03,1,3,3,N,Son,16.1098125,0.875625,68.52248394,,,16.123999,16.083842,16.079403,,,,4,3,3,
Song_2,7,04:04,1,4,4,Y,Son,16.32871875,0.875625,68.52248394,16.318679,16.3274,16.330168,16.312668,,,2,1.5,4.5,3.5,,
Song_2,7,04:05,2,1,5,N,Son,16.547625,0.875625,68.52248394,,16.521603,,,,,,2,,,,
Song_2,7,04:06,2,2,6,N,Son,16.76653125,0.875625,68.52248394,,,16.76859,16.752923,16.760353,,,,4,3,2.5,
Song_2,7,04:07,2,3,7,Y,Son,16.9854375,0.875625,68.52248394,16.984758,16.965014,16.967033,16.958215,,,1.5,2,4,3.5,,
Song_2,7,04:08,2,4,8,N,Son,17.20434375,0.875625,68.52248394,,,17.187826,17.190243,17.192408,,,,4,3.5,2.5,
Song_2,7,04:09,3,1,9,N,Son,17.42325,0.875625,68.52248394,,,,,,,,,,,,
Song_2,7,04:10,3,2,10,N,Son,17.64215625,0.875625,68.52248394,,,17.657502,17.624435,,,,,3.5,3.5,,
Song_2,7,04:11,3,3,11,Y,Son,17.8610625,0.875625,68.52248394,17.871598,,,,,,1.5,,,,,
Song_2,7,04:12,3,4,12,N,Son,18.07996875,0.875625,68.52248394,,,18.136579,18.075777,18.056204,,,,3,3,2.5,
Song_2,7,04:13,4,1,13,Y,Son,18.298875,0.875625,68.52248394,18.303867,18.284745,18.316141,18.291769,,,2,2,3.5,3,,
Song_2,7,04:14,4,2,14,N,Son,18.51778125,0.8761875,68.47849347,,,,18.513001,,,,,,,,
Song_2,7,04:15,4,3,15,N,Son,18.7366875,0.87675,68.43455945,,18.715426,18.744037,,,,,1.5,3.5,,,
Song_2,7,04:16,4,4,16,N,Son,18.95559375,0.8773125,68.39068177,,,18.99242,18.934562,18.929458,,,,3,3,2.5,
Song_2,7,05:01,1,1,1,Y,Son,19.1745,0.877875,68.34686032,19.173597,,19.209716,,,,1.5,,3,,,
Song_2,7,05:02,1,2,2,N,Son,19.39396875,0.877875,68.34686032,,,19.40159,19.397612,,,,,3.5,3,,
Song_2,7,05:03,1,3,3,N,Son,19.6134375,0.877875,68.34686032,,,19.623877,,19.622332,,,,4,,2,
Song_2,7,05:04,1,4,4,Y,Son,19.83290625,0.877875,68.34686032,19.828665,19.803122,19.845686,19.81939,,,2,1.5,4,3,,
Song_2,7,05:05,2,1,5,N,Son,20.052375,0.877875,68.34686032,,20.012124,20.077259,,,,,2,4.5,,,
Song_2,7,05:06,2,2,6,N,Son,20.27184375,0.877875,68.34686032,,,20.258851,20.266278,20.259168,,,,4.5,3,1.5,
Song_2,7,05:07,2,3,7,Y,Son,20.4913125,0.877875,68.34686032,20.480254,20.480944,20.46381,20.4744,20.469918,,1.5,2,4.5,3,2,
Song_2,7,05:08,2,4,8,N,Son,20.71078125,0.877875,68.34686032,,,20.703207,20.7095,20.7011,,,,5,3,2.5,
Song_2,7,05:09,3,1,9,N,Son,20.93025,0.877875,68.34686032,,,,,,,,,,,,
Song_2,7,05:10,3,2,10,N,Son,21.14971875,0.877875,68.34686032,,,21.128385,21.141263,21.143017,,,,4.5,3,2.5,
Song_2,7,05:11,3,3,11,Y,Son,21.3691875,0.877875,68.34686032,21.359685,,,,,,1.5,,,,,
Song_2,7,05:12,3,4,12,N,Son,21.58865625,0.877875,68.34686032,,,,21.568151,21.593951,,,,,,,
Song_2,7,05:13,4,1,13,Y,Son,21.808125,0.877875,68.34686032,21.812891,21.809162,21.813802,21.778774,21.814004,,2,1.5,3.5,3.5,3,
Song_2,7,05:14,4,2,14,N,Son,22.02759375,0.87628125,68.47116722,,,,,22.031749,,,,,,,
Song_2,7,05:15,4,3,15,N,Son,22.2470625,0.8746875,68.59592712,,22.229407,22.259473,,22.228582,,,1.5,2.5,,3.5,
Song_2,7,05:16,4,4,16,N,Son,22.46653125,0.87309375,68.72114249,,,22.505131,22.432422,22.453864,,,,2.5,2.5,3.5,
Song_2,7,06:01,1,1,1,Y,Son,22.686,0.8715,68.84681583,22.686183,,,,,,1.5,,,,,
Song_2,7,06:02,1,2,2,N,Son,22.903875,0.8715,68.84681583,,,22.882753,22.886072,22.891124,,,,2.5,2.5,3.5,
Song_2,7,06:03,1,3,3,N,Son,23.12175,0.8715,68.84681583,,,23.151263,,23.111354,,,,2.5,,3.5,
Song_2,7,06:04,1,4,4,Y,Son,23.339625,0.8715,68.84681583,23.333502,,23.380834,23.319543,,,2,,3,2.5,,
Song_2,7,06:05,2,1,5,N,Son,23.5575,0.8715,68.84681583,,23.555425,23.613999,,,,,1.5,3.5,,,
Song_2,7,06:06,2,2,6,N,Son,23.775375,0.8715,68.84681583,,,,23.767253,23.74599,,,,,,,
Song_2,7,06:07,2,3,7,Y,Son,23.99325,0.8715,68.84681583,23.975765,23.965669,23.977524,23.977224,23.970486,,1.5,1.5,3.5,2.5,4.5,
Song_2,7,06:08,2,4,8,N,Son,24.211125,0.8715,68.84681583,,,24.250176,,24.191614,,,,4,,4,
Song_2,7,06:09,3,1,9,N,Son,24.429,0.8715,68.84681583,,,,,,,,,,,,
Song_2,7,06:10,3,2,10,N,Son,24.646875,0.8715,68.84681583,,,24.62998,,24.631226,,,,3.5,,4,
Song_2,7,06:11,3,3,11,Y,Son,24.86475,0.8715,68.84681583,24.86138,,24.872005,24.870866,,,1.5,,4,2.5,,
Song_2,7,06:12,3,4,12,N,Son,25.082625,0.8715,68.84681583,,,25.091246,25.068174,25.078641,,,,4,2.5,4,
Song_2,7,06:13,4,1,13,Y,Son,25.3005,0.8715,68.84681583,25.307048,25.277042,25.32623,25.277471,25.311037,,2,1.5,4,2.5,4,
Song_2,7,06:14,4,2,14,N,Son,25.518375,0.87028125,68.94322956,,,,25.54259,25.527791,,,,,,,
Song_2,7,06:15,4,3,15,N,Son,25.73625,0.8690625,69.0399137,,25.712354,25.740527,,,,,1.5,3.5,,,
Song_2,7,06:16,4,4,16,N,Son,25.954125,0.86784375,69.1368694,,,25.975268,25.943982,25.957845,,,,4,3,3,
Song_2,7,07:01,1,1,1,Y,Son,26.172,0.866625,69.23409779,26.173534,,,,,,1.5,,,,,
Song_2,7,07:02,1,2,2,N,Son,26.38865625,0.866625,69.23409779,,,26.399865,26.373598,26.395646,,,,3.5,3,3,
Song_2,7,07:03,1,3,3,N,Son,26.6053125,0.866625,69.23409779,,,26.593831,26.59409,26.60719,,,,4,3.5,3.5,
Song_2,7,07:04,1,4,4,Y,Son,26.82196875,0.866625,69.23409779,26.825286,26.849391,26.847304,26.801051,26.833651,,2,1.5,4,4,3.5,
Song_2,7,07:05,2,1,5,N,Son,27.038625,0.866625,69.23409779,,27.038298,27.088471,27.022331,,,,2,4,3.5,,
Song_2,7,07:06,2,2,6,N,Son,27.25528125,0.866625,69.23409779,,,27.301363,27.232551,,,,,4,3.5,,
Song_2,7,07:07,2,3,7,Y,Son,27.4719375,0.866625,69.23409779,27.478161,27.46252,27.494382,27.433971,,,1.5,2,4,4,,
Song_2,7,07:08,2,4,8,N,Son,27.68859375,0.866625,69.23409779,,,27.685418,27.670817,27.675867,,,,4.5,4,3.5,
Song_2,7,07:09,3,1,9,N,Son,27.90525,0.866625,69.23409779,,,27.93153,27.921228,,,,,4.5,4.5,,
Song_2,7,07:10,3,2,10,N,Son,28.12190625,0.866625,69.23409779,,,28.1325,,,,,,4.5,,,
Song_2,7,07:11,3,3,11,Y,Son,28.3385625,0.866625,69.23409779,28.340907,,28.342034,,28.283601,,1.5,,5,,3.5,
Song_2,7,07:12,3,4,12,N,Son,28.55521875,0.866625,69.23409779,,,28.596049,28.544183,28.526123,,,,4.5,4,3.5,
Song_2,7,07:13,4,1,13,Y,Son,28.771875,0.866625,69.23409779,28.788227,28.767004,28.797864,28.788671,28.746539,,2,2,5,4.5,3.5,
Song_2,7,07:14,4,2,14,N,Son,28.98853125,0.8653125,69.33911159,,,29.01775,,28.977198,,,,5,,3.5,
Song_2,7,07:15,4,3,15,N,Son,29.2051875,0.864,69.44444444,,29.183671,29.232718,29.20388,29.197405,,,1.5,5,3.5,3.5,
Song_2,7,07:16,4,4,16,N,Son,29.42184375,0.8626875,69.5500978,,,29.464849,29.420409,29.411962,,,,5,3.5,3.5,
Song_2,7,08:01,1,1,1,Y,Son,29.6385,0.861375,69.65607314,29.637579,,29.648995,,,,1.5,,5,,,
Song_2,7,08:02,1,2,2,N,Son,29.85384375,0.861375,69.65607314,,,29.839766,29.838869,,,,,5,3.5,,
Song_2,7,08:03,1,3,3,N,Son,30.0691875,0.861375,69.65607314,,,30.071941,,30.047922,,,,5,,3.5,
Song_2,7,08:04,1,4,4,Y,Son,30.28453125,0.861375,69.65607314,30.269314,30.229229,30.267539,30.226237,30.281135,,2,1.5,5,3,4,
Song_2,7,08:05,2,1,5,N,Son,30.499875,0.861375,69.65607314,,,30.495294,,,,,,5,,,
Song_2,7,08:06,2,2,6,N,Son,30.71521875,0.861375,69.65607314,,,,,30.680271,,,,,,,
Song_2,7,08:07,2,3,7,Y,Son,30.9305625,0.861375,69.65607314,30.913581,30.894122,30.873653,30.89963,30.887599,,1.5,1.5,4.5,2.5,3.5,
Song_2,7,08:08,2,4,8,N,Son,31.14590625,0.861375,69.65607314,,,,,,,,,,,,
Song_2,7,08:09,3,1,9,N,Son,31.36125,0.861375,69.65607314,,,,,31.360902,,,,,,,
Song_2,7,08:10,3,2,10,N,Son,31.57659375,0.861375,69.65607314,,,,,,,,,,,,
Song_2,7,08:11,3,3,11,Y,Son,31.7919375,0.861375,69.65607314,31.784572,,,,31.779883,,1.5,,,,,
Song_2,7,08:12,3,4,12,N,Son,32.00728125,0.861375,69.65607314,,,,,32.004222,,,,,,,
Song_2,7,08:13,4,1,13,Y,Son,32.222625,0.861375,69.65607314,32.219597,32.197634,32.234858,32.214455,32.213816,,2,1.5,3,1,3.5,
Song_2,7,08:14,4,2,14,N,Son,32.43796875,0.86146875,69.64849276,,,,,32.434926,,,,,,,
Song_2,7,08:15,4,3,15,N,Son,32.6533125,0.8615625,69.64091404,,32.62799,32.612729,32.632226,32.645639,,,1.5,2.5,1.5,4,
Song_2,7,08:16,4,4,16,N,Son,32.86865625,0.86165625,69.63333696,,,32.883248,32.850276,32.877185,,,,2.5,2,4,
Song_2,7,09:01,1,1,1,Y,Son,33.084,0.86175,69.62576153,33.084295,,33.068216,,33.084995,,1.5,,3,,4,
Song_2,7,09:02,1,2,2,N,Son,33.2994375,0.86175,69.62576153,,,33.267047,,33.297837,,,,3,,4.5,
Song_2,7,09:03,1,3,3,N,Son,33.514875,0.86175,69.62576153,,,33.475839,,33.500249,,,,3,,4.5,
Song_2,7,09:04,1,4,4,Y,Son,33.7303125,0.86175,69.62576153,33.728032,,33.716649,33.688646,33.719891,,2,,3.5,2,5,
Song_2,7,09:05,2,1,5,N,Son,33.94575,0.86175,69.62576153,,33.939142,33.927009,,33.936395,,,1.5,4,,5,
Song_2,7,09:06,2,2,6,N,Son,34.1611875,0.86175,69.62576153,,,34.125361,,34.141706,,,,4.5,,5,
Song_2,7,09:07,2,3,7,Y,Son,34.376625,0.86175,69.62576153,34.358431,34.350326,34.332263,34.340483,34.347591,,1.5,1.5,4.5,2,5,
Song_2,7,09:08,2,4,8,N,Son,34.5920625,0.86175,69.62576153,,,34.559527,34.549256,34.577719,,,,5,2.5,5,
Song_2,7,09:09,3,1,9,N,Son,34.8075,0.86175,69.62576153,,,34.790765,,34.793478,,,,5,,5,
Song_2,7,09:10,3,2,10,N,Son,35.0229375,0.86175,69.62576153,,,35.006585,34.999529,35.005754,,,,5,2,5,
Song_2,7,09:11,3,3,11,Y,Son,35.238375,0.86175,69.62576153,35.255185,,35.223728,,35.218423,,1.5,,5,,5,
Song_2,7,09:12,3,4,12,N,Son,35.4538125,0.86175,69.62576153,,,35.443095,35.444624,35.434623,,,,5,2.5,5,
Song_2,7,09:13,4,1,13,Y,Son,35.66925,0.86175,69.62576153,35.694841,35.677242,35.691899,,35.649469,,2,1.5,5,,5,
Song_2,7,09:14,4,2,14,N,Son,35.8846875,0.86175,69.62576153,,,,35.884461,35.868527,,,,,,,
Song_2,7,09:15,4,3,15,N,Son,36.100125,0.86175,69.62576153,,36.082165,36.11702,36.084657,36.076856,,,1.5,4.5,3,5,
Song_2,7,09:16,4,4,16,N,Son,36.3155625,0.86175,69.62576153,,,36.353654,36.306662,36.295263,,,,4,3,4.5,
Song_2,7,10:01,1,1,1,Y,Son,36.531,0.86175,69.62576153,36.53323,,36.547636,,36.516572,,1.5,,4.5,,5,
Song_2,7,10:02,1,2,2,N,Son,36.7464375,0.86175,69.62576153,,,36.737879,,36.728985,,,,4.5,,5,
Song_2,7,10:03,1,3,3,N,Son,36.961875,0.86175,69.62576153,,,36.96194,36.948113,36.942903,,,,4.5,3,5,
Song_2,7,10:04,1,4,4,Y,Son,37.1773125,0.86175,69.62576153,37.171622,,37.20317,37.168812,37.16865,,2,,4.5,3,5,
Song_2,7,10:05,2,1,5,N,Son,37.39275,0.86175,69.62576153,,37.368296,37.392453,,37.375836,,,1.5,4.5,,5,
Song_2,7,10:06,2,2,6,N,Son,37.6081875,0.86175,69.62576153,,,37.604916,,37.598511,,,,4.5,,5,
Song_2,7,10:07,2,3,7,Y,Son,37.823625,0.86175,69.62576153,37.831909,37.76909,37.787585,37.79989,37.797969,,1.5,1.5,4.5,3,5,
Song_2,7,10:08,2,4,8,N,Son,38.0390625,0.86175,69.62576153,,,38.027081,38.013823,38.026667,,,,5,3,5,
Song_2,7,10:09,3,1,9,N,Son,38.2545,0.86175,69.62576153,,,38.262256,,38.26523,,,,5,,5,
Song_2,7,10:10,3,2,10,N,Son,38.4699375,0.86175,69.62576153,,,38.453592,38.472977,,,,,5,2.5,,
Song_2,7,10:11,3,3,11,Y,Son,38.685375,0.86175,69.62576153,38.691559,,38.675126,,38.662626,,1.5,,5,,4.5,
Song_2,7,10:12,3,4,12,N,Son,38.9008125,0.86175,69.62576153,,,38.903423,38.86665,38.885344,,,,5,3,4.5,
Song_2,7,10:13,4,1,13,Y,Son,39.11625,0.86175,69.62576153,39.118311,39.092974,39.117953,39.099345,39.109693,,2,1.5,5,3,4.5,
Song_2,7,10:14,4,2,14,N,Son,39.3316875,0.86128125,69.66365516,,,39.33293,39.306776,39.33085,,,,5,3,4.5,
Song_2,7,10:15,4,3,15,N,Son,39.547125,0.8608125,69.70159007,,39.513641,39.521325,39.518532,39.532971,,,1.5,5,3.5,4.5,
Song_2,7,10:16,4,4,16,N,Son,39.7625625,0.86034375,69.73956631,,,39.728147,39.743593,39.757965,,,,5,4,4.5,
Song_2,7,11:01,1,1,1,Y,Son,39.978,0.859875,69.77758395,39.976633,,39.978423,,,,1.5,,5,,,
Song_2,7,11:02,1,2,2,N,Son,40.19296875,0.859875,69.77758395,,,40.203704,,40.189752,,,,5,,4,
Song_2,7,11:03,1,3,3,N,Son,40.4079375,0.859875,69.77758395,,,40.410444,40.400683,40.412777,,,,5,3.5,4,
Song_2,7,11:04,1,4,4,Y,Son,40.62290625,0.859875,69.77758395,40.626969,,40.609376,40.615179,40.623077,,2,,5,3.5,4.5,
Song_2,7,11:05,2,1,5,N,Son,40.837875,0.859875,69.77758395,,40.843321,40.835234,40.827943,,,,1.5,5,4,,
Song_2,7,11:06,2,2,6,N,Son,41.05284375,0.859875,69.77758395,,,41.024784,41.041534,41.047207,,,,5,4,4,
Song_2,7,11:07,2,3,7,Y,Son,41.2678125,0.859875,69.77758395,41.251775,41.238324,41.240366,41.245964,41.240376,,1.5,1.5,5,4,4.5,
Song_2,7,11:08,2,4,8,N,Son,41.48278125,0.859875,69.77758395,,,41.466608,41.450375,41.480419,,,,5,4,4.5,
Song_2,7,11:09,3,1,9,N,Son,41.69775,0.859875,69.77758395,,,41.690227,,41.68822,,,,5,,4.5,
Song_2,7,11:10,3,2,10,N,Son,41.91271875,0.859875,69.77758395,,,41.882567,41.920993,41.890274,,,,5,3.5,4.5,
Song_2,7,11:11,3,3,11,Y,Son,42.1276875,0.859875,69.77758395,42.120592,,42.097319,,,,1.5,,5,,,
Song_2,7,11:12,3,4,12,N,Son,42.34265625,0.859875,69.77758395,,,42.317607,42.323662,42.352992,,,,5,4,4.5,
Song_2,7,11:13,4,1,13,Y,Son,42.557625,0.859875,69.77758395,42.560136,42.573222,42.55675,,42.56885,,2,1.5,5,,4.5,
Song_2,7,11:14,4,2,14,N,Son,42.77259375,0.8625,69.56521739,,,,42.757628,42.794404,,,,,,,
Song_2,7,11:15,4,3,15,N,Son,42.9875625,0.865125,69.35413958,,42.980501,42.973808,42.969665,,,,1.5,4.5,3.5,,
Song_2,7,11:16,4,4,16,N,Son,43.20253125,0.86775,69.14433881,,,43.210528,43.198749,43.228393,,,,4.5,3.5,4,
Song_2,7,12:01,1,1,1,Y,Son,43.4175,0.870375,68.93580353,43.415301,,43.417401,,,,1.5,,4.5,,,
Song_2,7,12:02,1,2,2,N,Son,43.63509375,0.870375,68.93580353,,,43.607205,,,,,,4.5,,,
Song_2,7,12:03,1,3,3,N,Son,43.8526875,0.870375,68.93580353,,,43.853092,43.80961,43.859914,,,,4.5,3,3,
Song_2,7,12:04,1,4,4,Y,Son,44.07028125,0.870375,68.93580353,44.064154,,44.060925,44.022219,44.086566,,2,,4.5,3,3,
Song_2,7,12:05,2,1,5,N,Son,44.287875,0.870375,68.93580353,,44.302981,44.277684,44.24385,,,,1.5,4.5,3.5,,
Song_2,7,12:06,2,2,6,N,Son,44.50546875,0.870375,68.93580353,,,44.480865,,44.482949,,,,4.5,,3,
Song_2,7,12:07,2,3,7,Y,Son,44.7230625,0.870375,68.93580353,44.701605,44.672673,44.662397,44.684867,44.695608,,1.5,1.5,4.5,3.5,3,
Song_2,7,12:08,2,4,8,N,Son,44.94065625,0.870375,68.93580353,,,44.890582,44.914091,,,,,5,3.5,,
Song_2,7,12:09,3,1,9,N,Son,45.15825,0.870375,68.93580353,,,45.137612,,,,,,5,,,
Song_2,7,12:10,3,2,10,N,Son,45.37584375,0.870375,68.93580353,,,45.322047,45.335054,45.356273,,,,5,3,2.5,
Song_2,7,12:11,3,3,11,Y,Son,45.5934375,0.870375,68.93580353,45.579164,,45.582293,,45.574009,,1.5,,5,,3,
Song_2,7,12:12,3,4,12,N,Son,45.81103125,0.870375,68.93580353,,,45.792588,45.783819,45.788709,,,,5,3.5,3.5,
Song_2,7,12:13,4,1,13,Y,Son,46.028625,0.870375,68.93580353,46.030806,46.005854,46.000082,,46.006433,,2,1.5,5,,3.5,
Song_2,7,12:14,4,2,14,N,Son,46.24621875,0.86709375,69.19666991,,,46.230071,46.184384,46.222318,,,,5,3,3.5,
Song_2,7,12:15,4,3,15,N,Son,46.4638125,0.8638125,69.45951812,,46.401023,46.431968,46.404141,46.432682,,,1.5,5,3,4,
Song_2,7,12:16,4,4,16,N,Son,46.68140625,0.86053125,69.72437085,,,46.676469,46.621041,46.659582,,,,4.5,3.5,4,
Song_2,7,13:01,1,1,1,Y,Son,46.899,0.85725,69.99125109,46.900368,,46.866679,,46.872767,,1.5,,5,,4,
Song_2,7,13:02,1,2,2,N,Son,47.1133125,0.85725,69.99125109,,,47.063287,,47.084083,,,,5,,4.5,
Song_2,7,13:03,1,3,3,N,Son,47.327625,0.85725,69.99125109,,,47.279699,47.282175,47.299969,,,,5,3,5,
Song_2,7,13:04,1,4,4,Y,Son,47.5419375,0.85725,69.99125109,47.528092,47.527934,47.534609,47.512367,47.530664,,2,1.5,5,3,5,
Song_2,7,13:05,2,1,5,N,Son,47.75625,0.85725,69.99125109,,47.723528,47.722945,47.719305,47.73701,,,2,5,3.5,5,
Song_2,7,13:06,2,2,6,N,Son,47.9705625,0.85725,69.99125109,,,47.904738,,47.958791,,,,5,,5,
Song_2,7,13:07,2,3,7,Y,Son,48.184875,0.85725,69.99125109,48.165247,48.157893,48.139239,48.159163,48.153577,,1.5,2,5,3.5,5,
Song_2,7,13:08,2,4,8,N,Son,48.3991875,0.85725,69.99125109,,,48.368921,48.391212,48.381404,,,,5,3.5,5,
Song_2,7,13:09,3,1,9,N,Son,48.6135,0.85725,69.99125109,,,48.589573,,48.592759,,,,5,,5,
Song_2,7,13:10,3,2,10,N,Son,48.8278125,0.85725,69.99125109,,,48.773301,48.792041,48.79986,,,,5,3,5,
Song_2,7,13:11,3,3,11,Y,Son,49.042125,0.85725,69.99125109,49.026315,,48.993119,,48.999505,,1.5,,5,,5,
Song_2,7,13:12,3,4,12,N,Son,49.2564375,0.85725,69.99125109,,,49.207914,49.219702,49.225221,,,,5,3.5,5,
Song_2,7,13:13,4,1,13,Y,Son,49.47075,0.85725,69.99125109,49.46969,49.423303,49.433252,,49.432137,,2,2,5,,5,
Song_2,7,13:14,4,2,14,N,Son,49.6850625,0.8585625,69.8842542,,,49.624226,49.658236,49.655102,,,,5,3,5,
